2013 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
 ,[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University,,,,,,,
 ,URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
 ,Column.Variable-units| Description,,,,,,,,
 ,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
 ,2. Precipitation-mm| Cumulative Shielded Rain gage depth [mm],,,,,,,,
 ,3. AirTemperature-C| Air Temperature at 2m above ground Averaged [C]],,,,,,,,
 ,4. SolarRadiation-Watts/m2| Solar Radiation Averaged [Watts/m2],,,,,,,,
 ,5. Net Radiation-Watts/m2| Net Radiation Averaged [Watts/m2],,,,,,,,
 ,6. Relative Humidity-percent| Relative Humidity at 2m above ground Averaged [percent],,,,,,,,
 ,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
 ,8. Wind Speed-m/s| Wind Speed at 2m above ground Averaged [m/s],,,,,,,,
 ,9.Snow Depth-cm| Filtered depth of snow above ground Acoustic Sensor [cm],,,,,,,,
 ,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
7/13/2013 5:00,253.1,16.8,0,-6999,31.63,0.2,1.4,-6999,
7/13/2013 6:00,253.1,16.1,0,-6999,30.64,0,1.63,-6999,
7/13/2013 7:00,253.1,17.2,272.6,-6999,27.96,0,1.27,-6999,
7/13/2013 8:00,253.1,19.2,454.1,-6999,26.77,0.8,0.85,-6999,
7/13/2013 9:00,253.1,20.2,544.7,-6999,29.39,0.7,0.62,-6999,
7/13/2013 10:00,253.1,21.3,635.5,-6999,27.67,0.6,0.78,-6999,
7/13/2013 11:00,253.1,22.1,726.1,-6999,25.89,0.6,1.04,-6999,
7/13/2013 12:00,253.1,22.4,817,-6999,24,0.3,1.55,-6999,
7/13/2013 13:00,253.1,23.7,817,-6999,22,0.9,1.33,-6999,
7/13/2013 14:00,253.1,24.3,746.2,-6999,22.08,0.8,1.58,-6999,
7/13/2013 15:00,253.1,24.3,675.1,-6999,22.45,0.2,1.73,-6999,
7/13/2013 16:00,253.1,24.5,544.5,-6999,21.55,0.7,1.77,-6999,
7/13/2013 17:00,253.1,24.3,453.8,-6999,20.65,0.8,1.58,-6999,
7/13/2013 18:00,253.1,24.2,277.8,-6999,18.62,0.9,1.41,-6999,
7/13/2013 19:00,253.1,22.4,105.4,-6999,19.36,0,1.95,-6999,
7/13/2013 20:00,253.1,21.1,0,-6999,19.73,0.9,3.26,-6999,
7/13/2013 21:00,253.1,20.6,0,-6999,17.14,0.9,3.83,-6999,
7/13/2013 22:00,253.1,20.5,0,-6999,16.35,0.1,2.99,-6999,
7/13/2013 23:00,253.1,20.3,0,-6999,14.75,0.9,2.09,-6999,
7/14/2013 0:00,253.1,19.7,0,-6999,16.67,0.9,0.76,-6999,
7/14/2013 1:00,253.1,20.4,0,-6999,15.4,0.9,0.43,-6999,
7/14/2013 2:00,253.1,20.6,0,-6999,14.89,0.9,0.75,-6999,
7/14/2013 3:00,253.1,20.1,0,-6999,15.19,0.9,0.69,-6999,
7/14/2013 4:00,253.1,19.1,0,-6999,18.01,0.9,0.73,-6999,
7/14/2013 5:00,253.1,18.5,0,-6999,19.86,0.4,2.15,-6999,
7/14/2013 6:00,253.1,17.8,0,-6999,22.97,0.1,3.57,-6999,
7/14/2013 7:00,253.1,19.4,272,-6999,21.48,0.1,3.72,-6999,
7/14/2013 8:00,253.1,21.6,454,-6999,18.01,0.9,2.71,-6999,
7/14/2013 9:00,253.1,25.2,544.6,-6999,19.43,0.7,0.45,-6999,
7/14/2013 10:00,253.1,24.5,637.2,-6999,23.19,0.7,0.75,-6999,
7/14/2013 11:00,253.1,25.2,726.3,-6999,22.39,0.6,0.69,-6999,
7/14/2013 12:00,253.1,26.6,817,-6999,19.53,0.7,0.84,-6999,
7/14/2013 13:00,253.1,28.6,817,-6999,16.93,0.2,1.16,-6999,
7/14/2013 14:00,253.1,29.2,745.3,-6999,15.37,0.5,1.22,-6999,
7/14/2013 15:00,253.1,28.6,645.5,-6999,15.13,0.8,1.16,-6999,
7/14/2013 16:00,253.1,29,544.2,-6999,12.75,0.3,1.16,-6999,
7/14/2013 17:00,253.1,28.6,453.6,-6999,12.23,0.8,1.51,-6999,
7/14/2013 18:00,253.1,27.6,268.6,-6999,12.57,0.9,1.9,-6999,
7/14/2013 19:00,253.1,26.1,103.4,-6999,11.21,0,2.75,-6999,
7/14/2013 20:00,253.1,25.4,0,-6999,12.6,0.2,2.35,-6999,
7/14/2013 21:00,253.1,24.3,0,-6999,13.68,0.1,2.63,-6999,
7/14/2013 22:00,253.1,24.2,0,-6999,13.45,0.1,2.63,-6999,
7/14/2013 23:00,253.1,24.2,0,-6999,13.8,0.2,2.88,-6999,
7/15/2013 0:00,253.1,24.2,0,-6999,13.63,0.1,3.08,-6999,
7/15/2013 1:00,253.1,24.4,0,-6999,13.1,0.2,2.57,-6999,
7/15/2013 2:00,253.1,24.2,0,-6999,13.11,0.1,2.22,-6999,
7/15/2013 3:00,253.1,23.9,0,-6999,13.19,0.1,2.28,-6999,
7/15/2013 4:00,253.1,22.6,0,-6999,15.17,0.9,0.74,-6999,
7/15/2013 5:00,253.1,21.7,0,-6999,15.99,0.9,1.23,-6999,
7/15/2013 6:00,253.1,22.5,0,-6999,14.74,0.9,0.56,-6999,
7/15/2013 7:00,253.1,23.9,239.7,-6999,16.3,0.8,0.35,-6999,
7/15/2013 8:00,253.1,26,453.8,-6999,18.06,0.4,0.36,-6999,
7/15/2013 9:00,253.1,26.8,538,-6999,16.44,0.6,0.63,-6999,
7/15/2013 10:00,253.1,28.4,635.1,-6999,15.33,0.9,0.36,-6999,
7/15/2013 11:00,253.1,28.9,725.6,-6999,16.73,0.7,0.81,-6999,
7/15/2013 12:00,253.1,29.8,757.8,-6999,16.33,0.6,1.1,-6999,
7/15/2013 13:00,253.1,31.1,816,-6999,16.85,0.8,1.11,-6999,
7/15/2013 14:00,253.1,30.7,725.6,-6999,17.78,0.5,1.01,-6999,
7/15/2013 15:00,253.1,31.8,634.9,-6999,15.26,0.6,1.26,-6999,
7/15/2013 16:00,253.1,31.8,544.2,-6999,13.37,0.9,1.38,-6999,
7/15/2013 17:00,253.1,31.3,453.5,-6999,11.94,0.9,1.61,-6999,
7/15/2013 18:00,253.1,30.3,272.1,-6999,11.25,0.2,1.82,-6999,
7/15/2013 19:00,253.1,29.4,90.7,-6999,10.72,0.9,2.32,-6999,
7/15/2013 20:00,253.1,28.4,0,-6999,11.51,0.1,2.49,-6999,
7/15/2013 21:00,253.1,26.8,0,-6999,13.6,0.2,2.89,-6999,
7/15/2013 22:00,253.1,26.6,0,-6999,13.41,0.3,3.24,-6999,
7/15/2013 23:00,253.1,27.5,0,-6999,11.95,0.2,4.11,-6999,
7/16/2013 0:00,253.1,27.4,0,-6999,12.4,0.4,4.84,-6999,
7/16/2013 1:00,253.1,26.9,0,-6999,13.25,0.2,6.11,-6999,
7/16/2013 2:00,253.1,26.8,0,-6999,13.06,0.3,5.35,-6999,
7/16/2013 3:00,253.1,26.6,0,-6999,16.39,0.4,5.78,-6999,
7/16/2013 4:00,253.1,26.3,0,-6999,18.8,0.4,5.4,-6999,
7/16/2013 5:00,253.1,24.6,0,-6999,21.59,0.9,1.56,-6999,
7/16/2013 6:00,253.1,24.1,0,-6999,23.36,0.6,1.17,-6999,
7/16/2013 7:00,253.1,24.9,95.3,-6999,25.39,0.8,1.32,-6999,
7/16/2013 8:00,253.1,25.7,434.1,-6999,24.97,0.6,2.39,-6999,
7/16/2013 9:00,253.1,27.8,472.3,-6999,23.42,0.5,1.52,-6999,
7/16/2013 10:00,253.1,29.5,634.9,-6999,22.24,0.7,0.73,-6999,
7/16/2013 11:00,253.1,29.9,725.6,-6999,23.68,0.6,1.39,-6999,
7/16/2013 12:00,253.1,32.2,351.2,-6999,21.93,0.8,1.52,-6999,
7/16/2013 13:00,253.1,32.2,683.2,-6999,22.32,0.6,1.71,-6999,
7/16/2013 14:00,253.1,32.1,131.5,-6999,20.34,0,1.29,-6999,
7/16/2013 15:00,253.2,29.6,144.6,-6999,23.59,0,2.7,-6999,
7/16/2013 16:00,254,25.4,544.5,-6999,47.27,0,1.79,-6999,
7/16/2013 17:00,254,28.5,451.6,-6999,27.34,0,3.46,-6999,
7/16/2013 18:00,254,28.6,46.37,-6999,25.59,0,2.84,-6999,
7/16/2013 19:00,254,28.3,6.05,-6999,26.73,0,2.77,-6999,
7/16/2013 20:00,255.1,23.7,0,-6999,47.55,0,1.07,-6999,
7/16/2013 21:00,255.8,21.6,0,-6999,50.34,0,3.92,-6999,
7/16/2013 22:00,255.9,24.3,0,-6999,36.33,0,8.86,-6999,
7/16/2013 23:00,256,24.6,0,-6999,34.58,0,9.29,-6999,
7/17/2013 0:00,256,24.3,0,-6999,36.07,0,9.18,-6999,
7/17/2013 1:00,256,24.2,0,-6999,37.01,0,5.8,-6999,
7/17/2013 2:00,256,21.7,0,-6999,47.48,0,0.79,-6999,
7/17/2013 3:00,256,22.1,0,-6999,47.51,0,1.39,-6999,
7/17/2013 4:00,256,21.5,0,-6999,50.75,0,1.33,-6999,
7/17/2013 5:00,256,20.2,0,-6999,57.8,0,0.44,-6999,
7/17/2013 6:00,256,19,0,-6999,53.52,0,0.17,-6999,
7/17/2013 7:00,256,20.3,183.7,-6999,35.77,0,0.36,-6999,
7/17/2013 8:00,256,23.1,383.8,-6999,27.76,0,0.19,-6999,
7/17/2013 9:00,256,24.1,453.8,-6999,27.49,0,0.53,-6999,
7/17/2013 10:00,256,25.5,635.1,-6999,26.11,0,0.69,-6999,
7/17/2013 11:00,256,26.4,725.8,-6999,22.82,0,1.15,-6999,
7/17/2013 12:00,256,26.9,817,-6999,20.39,0,1.45,-6999,
7/17/2013 13:00,256,28.2,817,-6999,19.78,0,1.46,-6999,
7/17/2013 14:00,256,28.8,725.7,-6999,19.85,0,1.53,-6999,
7/17/2013 15:00,256,29.1,639,-6999,18.7,0,1.59,-6999,
7/17/2013 16:00,256,29.4,544.2,-6999,15.18,0,1.43,-6999,
7/17/2013 17:00,256,29.3,453.5,-6999,11.6,0,1.36,-6999,
7/17/2013 18:00,256,28.9,274.7,-6999,10.01,0,1.59,-6999,
7/17/2013 19:00,256,27.4,95.3,-6999,10.46,0,1.79,-6999,
7/17/2013 20:00,256,26.1,0,-6999,10.61,0,2.31,-6999,
7/17/2013 21:00,256,24.7,0,-6999,11.61,0,2.42,-6999,
7/17/2013 22:00,256,24.4,0,-6999,10.94,0,2.95,-6999,
7/17/2013 23:00,256,23.9,0,-6999,13.29,0,3.61,-6999,
7/18/2013 0:00,256,23.8,0,-6999,14.75,0,3.01,-6999,
7/18/2013 1:00,256,23.6,0,-6999,13.04,0,2.29,-6999,
7/18/2013 2:00,256,23.3,0,-6999,13.21,0,1.86,-6999,
7/18/2013 3:00,256,22.9,0,-6999,13.78,0,1.24,-6999,
7/18/2013 4:00,256,22.2,0,-6999,15.3,0,0.79,-6999,
7/18/2013 5:00,256,22.2,0,-6999,15.66,0,0.48,-6999,
7/18/2013 6:00,256,22.1,0,-6999,16.4,0,0.71,-6999,
7/18/2013 7:00,256,23.9,249.8,-6999,17.28,0,0.07,-6999,
7/18/2013 8:00,256,27.8,453.8,-6999,15.44,0,0.04,-6999,
7/18/2013 9:00,256,28,538.8,-6999,16.3,0,0.52,-6999,
7/18/2013 10:00,256,28.2,635,-6999,18.84,0,0.61,-6999,
7/18/2013 11:00,256,29.4,725.6,-6999,17.8,0,0.97,-6999,
7/18/2013 12:00,256,29,816,-6999,12.33,0,1.4,-6999,
7/18/2013 13:00,256,29.1,816,-6999,11.15,0,1.69,-6999,
7/18/2013 14:00,256,29.3,742.2,-6999,11.95,0,1.69,-6999,
7/18/2013 15:00,256,30.8,659.6,-6999,10.72,0,1.58,-6999,
7/18/2013 16:00,256,30.5,544.2,-6999,11.9,0,1.76,-6999,
7/18/2013 17:00,256,30.4,453.5,-6999,12.88,0,1.33,-6999,
7/18/2013 18:00,256,29.7,272.1,-6999,12.23,0,1.59,-6999,
7/18/2013 19:00,256,28.2,95.8,-6999,12,0,1.43,-6999,
7/18/2013 20:00,256,27.3,0,-6999,11.18,0,2.04,-6999,
7/18/2013 21:00,256,25.4,0,-6999,12.31,0,2,-6999,
7/18/2013 22:00,256,24.8,0,-6999,12.6,0,3.19,-6999,
7/18/2013 23:00,256,25,0,-6999,11.94,0,3.17,-6999,
7/19/2013 0:00,256,25.1,0,-6999,10.56,0,2.56,-6999,
7/19/2013 1:00,256,25.3,0,-6999,10.34,0,3.13,-6999,
7/19/2013 2:00,256,25.1,0,-6999,11.03,0,2.53,-6999,
7/19/2013 3:00,256,24.8,0,-6999,11.07,0,1.66,-6999,
7/19/2013 4:00,256,24.3,0,-6999,11.16,0,1.46,-6999,
7/19/2013 5:00,256,23.4,0,-6999,12.65,0,1.11,-6999,
7/19/2013 6:00,256,22.6,0,-6999,13.76,0,0.6,-6999,
7/19/2013 7:00,256,25,238.1,-6999,13.74,0,0.2,-6999,
7/19/2013 8:00,256,27.8,447.7,-6999,12.99,0,0.09,-6999,
7/19/2013 9:00,256,29.6,522.7,-6999,11.51,0,0.25,-6999,
7/19/2013 10:00,256,30.4,634.9,-6999,14.33,0,0.52,-6999,
7/19/2013 11:00,256,30.3,725.6,-6999,15.82,0,0.69,-6999,
7/19/2013 12:00,256,31.8,816,-6999,16.21,0,0.89,-6999,
7/19/2013 13:00,256,31.8,816,-6999,18.63,0,1.1,-6999,
7/19/2013 14:00,256,32.6,725.6,-6999,17.82,0,1.36,-6999,
7/19/2013 15:00,256,33.1,638.9,-6999,13.7,0,1.35,-6999,
7/19/2013 16:00,256,32.8,544.2,-6999,11.61,0,1.55,-6999,
7/19/2013 17:00,256,32.4,453.5,-6999,8.91,0,1.87,-6999,
7/19/2013 18:00,256,31.7,272.6,-6999,8.64,0,1.87,-6999,
7/19/2013 19:00,256,30.5,90.7,-6999,8.44,0,1.21,-6999,
7/19/2013 20:00,256,29.1,0,-6999,9.14,0,1.92,-6999,
7/19/2013 21:00,256,27.6,0,-6999,11.02,0,2.72,-6999,
7/19/2013 22:00,256,27.3,0,-6999,10.98,0,2.94,-6999,
7/19/2013 23:00,256,26.7,0,-6999,11.64,0,3.15,-6999,
7/20/2013 0:00,256,26.5,0,-6999,11.39,0,3.09,-6999,
7/20/2013 1:00,256,26.1,0,-6999,12.07,0,3.16,-6999,
7/20/2013 2:00,256,25.2,0,-6999,13.16,0,2.92,-6999,
7/20/2013 3:00,256,24.8,0,-6999,13.72,0,2.63,-6999,
7/20/2013 4:00,256,24.4,0,-6999,15.81,0,2.92,-6999,
7/20/2013 5:00,256,24.3,0,-6999,17.28,0,2.13,-6999,
7/20/2013 6:00,256,24.6,0,-6999,17.16,0,1.49,-6999,
7/20/2013 7:00,256,24.5,212.4,-6999,18.71,0,2.58,-6999,
7/20/2013 8:00,256,26.2,433.6,-6999,15.59,0,2.59,-6999,
7/20/2013 9:00,256,28.1,495.5,-6999,14.98,0,1.18,-6999,
7/20/2013 10:00,256,28.3,635,-6999,20,0,0.75,-6999,
7/20/2013 11:00,256,29.9,725.6,-6999,20.16,0,0.89,-6999,
7/20/2013 12:00,256,30.8,816,-6999,19.61,0,1.39,-6999,
7/20/2013 13:00,256,31.2,816,-6999,15.35,0,1.5,-6999,
7/20/2013 14:00,256,31.5,726.1,-6999,11.81,0,1.77,-6999,
7/20/2013 15:00,256,30.3,643.4,-6999,11.19,0,2.3,-6999,
7/20/2013 16:00,256,31.3,544.2,-6999,10.95,0,2.31,-6999,
7/20/2013 17:00,256,31.6,453.5,-6999,9.65,0,2.07,-6999,
7/20/2013 18:00,256,30.7,272.1,-6999,9.68,0,1.9,-6999,
7/20/2013 19:00,256,29.4,84.7,-6999,8.65,0,1.91,-6999,
7/20/2013 20:00,256,28.1,0,-6999,8.08,0,2.7,-6999,
7/20/2013 21:00,256,26.3,0,-6999,8.2,0,2.31,-6999,
7/20/2013 22:00,256,25.5,0,-6999,8.34,0,2.39,-6999,
7/20/2013 23:00,256,25.4,0,-6999,9.32,0,3.15,-6999,
7/21/2013 0:00,256,24.2,0,-6999,11.29,0,2.8,-6999,
7/21/2013 1:00,256,23.8,0,-6999,12.96,0,1.9,-6999,
7/21/2013 2:00,256,23.9,0,-6999,14.4,0,1.06,-6999,
7/21/2013 3:00,256,23.3,0,-6999,15.11,0,1.47,-6999,
7/21/2013 4:00,256,22.6,0,-6999,16.57,0,0.35,-6999,
7/21/2013 5:00,256,22.4,0,-6999,17.1,0,0.77,-6999,
7/21/2013 6:00,256,21.3,0,-6999,18.9,0,0.41,-6999,
7/21/2013 7:00,256,23,253.9,-6999,18.66,0,0.35,-6999,
7/21/2013 8:00,256,24.7,453.9,-6999,19.04,0,0.49,-6999,
7/21/2013 9:00,256,26.1,544.5,-6999,17.34,0,0.28,-6999,
7/21/2013 10:00,256,26.9,671.4,-6999,17.08,0,0.67,-6999,
7/21/2013 11:00,256,28.2,815,-6999,14.58,0,1.14,-6999,
7/21/2013 12:00,256,29,816,-6999,11.45,0,1.23,-6999,
7/21/2013 13:00,256,30,816,-6999,10.51,0,1.33,-6999,
7/21/2013 14:00,256,30.5,816,-6999,8.24,0,1.42,-6999,
7/21/2013 15:00,256,30.7,725.6,-6999,5.65,0,1.48,-6999,
7/21/2013 16:00,256,30.9,544.2,-6999,4.09,0,1.62,-6999,
7/21/2013 17:00,256,30.6,453.5,-6999,3.44,0,1.44,-6999,
7/21/2013 18:00,256,30.3,286.3,-6999,3.09,0,1.13,-6999,
7/21/2013 19:00,256,28.1,84.2,-6999,4.75,0,2.62,-6999,
7/21/2013 20:00,256,27.1,0,-6999,5.75,0,2.77,-6999,
7/21/2013 21:00,256,26.6,0,-6999,5.38,0,3.1,-6999,
7/21/2013 22:00,256,26,0,-6999,5.54,0,2.71,-6999,
7/21/2013 23:00,256,25.8,0,-6999,5.67,0,1.58,-6999,
7/22/2013 0:00,256,24,0,-6999,7.16,0,0.94,-6999,
7/22/2013 1:00,256,24.1,0,-6999,6.34,0,1.62,-6999,
7/22/2013 2:00,256,24.2,0,-6999,7.95,0,2.89,-6999,
7/22/2013 3:00,256,24.2,0,-6999,8.99,0,2.37,-6999,
7/22/2013 4:00,256,24.1,0,-6999,8.76,0,2.29,-6999,
7/22/2013 5:00,256,23.2,0,-6999,9.08,0,0.81,-6999,
7/22/2013 6:00,256,22.5,0,-6999,9.63,0,0.26,-6999,
7/22/2013 7:00,256,24.4,236.2,-6999,10.18,0,0.17,-6999,
7/22/2013 8:00,256,26.8,451.3,-6999,10.71,0,0.3,-6999,
7/22/2013 9:00,256,27.3,533.8,-6999,11.79,0,0.55,-6999,
7/22/2013 10:00,256,28,635.1,-6999,11.45,0,0.68,-6999,
7/22/2013 11:00,256,28.8,745.1,-6999,10.95,0,0.98,-6999,
7/22/2013 12:00,256,29.7,816,-6999,10.19,0,1.45,-6999,
7/22/2013 13:00,256,29.4,816,-6999,8.85,0,2.2,-6999,
7/22/2013 14:00,256,29.7,816,-6999,6.17,0,2.15,-6999,
7/22/2013 15:00,256,29.9,725.6,-6999,5.34,0,1.89,-6999,
7/22/2013 16:00,256,29.9,544.2,-6999,5.66,0,1.96,-6999,
7/22/2013 17:00,256,30,453.5,-6999,7.31,0,1.75,-6999,
7/22/2013 18:00,256,29.1,272.2,-6999,7.22,0,2.02,-6999,
7/22/2013 19:00,256,28.3,71.07,-6999,7.69,0,1.76,-6999,
7/22/2013 20:00,256,27.3,0,-6999,8.14,0,1.4,-6999,
7/22/2013 21:00,256,25.6,0,-6999,9.29,0,2.15,-6999,
7/22/2013 22:00,256,24.4,0,-6999,10.72,0,2.43,-6999,
7/22/2013 23:00,256,23.8,0,-6999,12.06,0,2.9,-6999,
7/23/2013 0:00,256,23.6,0,-6999,11.75,0,3.51,-6999,
7/23/2013 1:00,256,22.7,0,-6999,11.37,0,3,-6999,
7/23/2013 2:00,256,23,0,-6999,10.96,0,2.29,-6999,
7/23/2013 3:00,256,23.2,0,-6999,10.35,0,1.91,-6999,
7/23/2013 4:00,256,23.1,0,-6999,10.74,0,1.09,-6999,
7/23/2013 5:00,256,22.3,0,-6999,12.01,0,1.27,-6999,
7/23/2013 6:00,256,21.8,0,-6999,12.91,0,1.59,-6999,
7/23/2013 7:00,256,23.9,228.1,-6999,12.43,0,0.97,-6999,
7/23/2013 8:00,256,26.6,437.2,-6999,12.7,0,0.34,-6999,
7/23/2013 9:00,256,27.5,536.3,-6999,11.45,0,0.99,-6999,
7/23/2013 10:00,256,28.8,662.6,-6999,12.03,0,0.83,-6999,
7/23/2013 11:00,256,28.4,768.9,-6999,15.14,0,0.86,-6999,
7/23/2013 12:00,256,28.7,816,-6999,13.35,0,0.87,-6999,
7/23/2013 13:00,256,31,816,-6999,12.06,0,1.11,-6999,
7/23/2013 14:00,256,30.2,789.5,-6999,7.63,0,1.91,-6999,
7/23/2013 15:00,256,30.4,719.5,-6999,6.19,0,1.93,-6999,
7/23/2013 16:00,256,31.3,388,-6999,6.06,0,1.57,-6999,
7/23/2013 17:00,256,30.2,295.8,-6999,8.32,0,1.88,-6999,
7/23/2013 18:00,256,29.1,301.4,-6999,9.34,0,2.03,-6999,
7/23/2013 19:00,256,28.6,90.2,-6999,9,0,1.19,-6999,
7/23/2013 20:00,256,26.8,0,-6999,9.76,0,1.06,-6999,
7/23/2013 21:00,256,26.3,0,-6999,9.2,0,1.78,-6999,
7/23/2013 22:00,256,25.9,0,-6999,8.23,0,2.86,-6999,
7/23/2013 23:00,256,26.1,0,-6999,7.34,0,3.13,-6999,
7/24/2013 0:00,256,25.7,0,-6999,8.32,0,2.95,-6999,
7/24/2013 1:00,256,25.7,0,-6999,9.04,0,2.11,-6999,
7/24/2013 2:00,256,26,0,-6999,8.26,0,0.31,-6999,
7/24/2013 3:00,256,25.7,0,-6999,9.03,0,1.22,-6999,
7/24/2013 4:00,256,25.4,0,-6999,9.51,0,0.97,-6999,
7/24/2013 5:00,256,25.3,0,-6999,9.36,0,0.46,-6999,
7/24/2013 6:00,256,22.8,0,-6999,11.72,0,0.95,-6999,
7/24/2013 7:00,256,24.4,137.2,-6999,10.84,0,1.04,-6999,
7/24/2013 8:00,256,24.7,181.1,-6999,14.55,0,0.55,-6999,
7/24/2013 9:00,256,24.6,578,-6999,16.28,0,0.4,-6999,
7/24/2013 10:00,256,27.4,383.6,-6999,13.17,0,0.61,-6999,
7/24/2013 11:00,256,26.2,541.3,-6999,14.77,0,0.52,-6999,
7/24/2013 12:00,256,28.1,333.7,-6999,14.36,0,0.89,-6999,
7/24/2013 13:00,256,27.2,617.9,-6999,14.72,0,0.71,-6999,
7/24/2013 14:00,256,29.3,492.4,-6999,13.78,0,0.89,-6999,
7/24/2013 15:00,256,30,365.8,-6999,13.93,0,1.26,-6999,
7/24/2013 16:00,256,28.3,432.5,-6999,18.99,0,1.34,-6999,
7/24/2013 17:00,256,29.2,352.3,-6999,17.75,0,1.42,-6999,
7/24/2013 18:00,256,28.5,103.8,-6999,18.71,0,1.34,-6999,
7/24/2013 19:00,256,26,5.55,-6999,24.16,0,0.67,-6999,
7/24/2013 20:00,256,24.4,0,-6999,25.58,0,0.22,-6999,
7/24/2013 21:00,256,23.2,0,-6999,27.23,0,0.22,-6999,
7/24/2013 22:00,256,23.5,0,-6999,28.22,0,0.9,-6999,
7/24/2013 23:00,256,23,0,-6999,28.06,0,0.8,-6999,
7/25/2013 0:00,256,23.5,0,-6999,26.24,0,1.71,-6999,
7/25/2013 1:00,256,23.2,0,-6999,27.04,0,1.86,-6999,
7/25/2013 2:00,256,23.3,0,-6999,26.38,0,1.3,-6999,
7/25/2013 3:00,256,23.3,0,-6999,26.8,0,1.33,-6999,
7/25/2013 4:00,256,23,0,-6999,27.53,0,0.67,-6999,
7/25/2013 5:00,256,22.9,0,-6999,27.97,0,1.41,-6999,
7/25/2013 6:00,256,23,0,-6999,28.11,0,2.02,-6999,
7/25/2013 7:00,256,24.5,162.9,-6999,22.98,0,2.31,-6999,
7/25/2013 8:00,256,24.8,163.4,-6999,22.27,0,1.05,-6999,
7/25/2013 9:00,256,25,398.4,-6999,25.2,0,0.78,-6999,
7/25/2013 10:00,256,28.1,635.1,-6999,21.05,0,0.87,-6999,
7/25/2013 11:00,256,29.4,725.6,-6999,21.77,0,0.64,-6999,
7/25/2013 12:00,256,30.8,726.6,-6999,19.8,0,1.04,-6999,
7/25/2013 13:00,256,31.6,770.9,-6999,18.78,0,1.39,-6999,
7/25/2013 14:00,256,32.3,695.8,-6999,14.83,0,1.58,-6999,
7/25/2013 15:00,256,31.3,634.9,-6999,12.14,0,2.02,-6999,
7/25/2013 16:00,256,31.7,544.7,-6999,11.6,0,2.33,-6999,
7/25/2013 17:00,256,31.3,452.5,-6999,10.73,0,2.52,-6999,
7/25/2013 18:00,256,29.9,90.7,-6999,11.38,0,2.49,-6999,
7/25/2013 19:00,256,28.4,77.62,-6999,12.71,0,2.76,-6999,
7/25/2013 20:00,256,26.8,0.53,-6999,14.06,31.4,2.16,-6999,
7/25/2013 21:00,256,26.3,0,-6999,14.36,16.8,2.42,-6999,
7/25/2013 22:00,256,26.1,0,-6999,14.43,37.5,1.93,-6999,
7/25/2013 23:00,256,26.1,0,-6999,15.24,5.7,2.33,-6999,
7/26/2013 0:00,256,25.8,0,-6999,15.65,19.5,2.55,-6999,
7/26/2013 1:00,256,25.3,0,-6999,16.1,26.5,2.26,-6999,
7/26/2013 2:00,256,25.4,0,-6999,16.76,21.7,2.4,-6999,
7/26/2013 3:00,256,25.6,0,-6999,16.64,31,2.77,-6999,
7/26/2013 4:00,256,25.5,0,-6999,17.06,301.8,1.77,-6999,
7/26/2013 5:00,256,24.2,0,-6999,18.64,305.8,0.88,-6999,
7/26/2013 6:00,256,23.7,0,-6999,19.49,288.9,0.56,-6999,
7/26/2013 7:00,256,25,190.7,-6999,19.09,352.9,1.27,-6999,
7/26/2013 8:00,256,28.9,357.4,-6999,16.43,270.1,0.22,-6999,
7/26/2013 9:00,256,28.2,323.6,-6999,17.72,118.7,0.89,-6999,
7/26/2013 10:00,256,29.4,632.6,-6999,17.54,137.5,0.51,-6999,
7/26/2013 11:00,256,29.2,279.6,-6999,17.04,24.6,0.9,-6999,
7/26/2013 12:00,256,29.8,814,-6999,18.52,194.8,0.81,-6999,
7/26/2013 13:00,256,30,625.3,-6999,20.12,294.9,1.59,-6999,
7/26/2013 14:00,256,30,661.1,-6999,16.86,26.2,2.05,-6999,
7/26/2013 15:00,256,30.3,678.2,-6999,13.51,124.3,2.09,-6999,
7/26/2013 16:00,256,31,350.7,-6999,13.14,342.2,1.44,-6999,
7/26/2013 17:00,256,31.5,163.3,-6999,12.84,219.5,1.11,-6999,
7/26/2013 18:00,256,30.4,115.4,-6999,13.55,20.6,0.56,-6999,
7/26/2013 19:00,256,29.1,109.4,-6999,17.13,293.1,0.58,-6999,
7/26/2013 20:00,256,27.6,0,-6999,20.14,322.5,0.42,-6999,
7/26/2013 21:00,256,26.5,0,-6999,19.47,351.2,0.91,-6999,
7/26/2013 22:00,256,25.8,0,-6999,19.74,347,1.44,-6999,
7/26/2013 23:00,256,26.5,0,-6999,17.23,343.8,1.46,-6999,
7/27/2013 0:00,256,25.8,0,-6999,18.3,143.5,0.43,-6999,
